	SPX Index			
	#N/A Requesting Data...	#N/A Requesting Data...	#N/A Requesting Data...	#N/A Requesting Data...
Dates	PX_LOW	PX_HIGH	PX_OPEN	PX_LAST
2013/1/2	1426.19	1462.43	1426.19	1462.42
2013/1/3	1455.53	1465.47	1462.42	1459.37
2013/1/4	1458.99	1467.94	1459.37	1466.47
2013/1/7	1456.62	1466.47	1466.47	1461.89
2013/1/8	1451.64	1461.89	1461.89	1457.15
2013/1/9	1457.15	1464.73	1457.15	1461.02
2013/1/10	1461.02	1472.3	1461.02	1472.12
2013/1/11	1467.58	1472.75	1472.12	1472.05
2013/1/14	1465.69	1472.05	1472.05	1470.68
2013/1/15	1463.76	1473.31	1470.67	1472.34
2013/1/16	1467.6	1473.96	1472.33	1472.63
2013/1/17	1472.63	1485.16	1472.63	1480.94
2013/1/18	1475.81	1485.98	1480.95	1485.98
2013/1/22	1481.16	1492.56	1485.98	1492.56
2013/1/23	1489.9	1496.13	1492.56	1494.81
2013/1/24	1489.46	1502.27	1494.81	1494.82
2013/1/25	1494.82	1503.26	1494.82	1502.96
2013/1/28	1496.33	1503.23	1502.96	1500.18
2013/1/29	1498.09	1509.35	1500.18	1507.84
2013/1/30	1500.11	1509.94	1507.84	1501.96
2013/1/31	1496.76	1504.19	1501.96	1498.11
2013/2/1	1498.11	1514.41	1498.11	1513.17
2013/2/4	1495.02	1513.17	1513.17	1495.71
2013/2/5	1495.71	1514.96	1495.71	1511.29
2013/2/6	1504.71	1512.53	1511.29	1512.12
2013/2/7	1498.49	1512.9	1512.12	1509.39
2013/2/8	1509.39	1518.31	1509.39	1517.93
2013/2/11	1513.61	1518.31	1517.93	1517.01
2013/2/12	1515.61	1522.29	1517.01	1519.43
2013/2/13	1515.93	1524.69	1519.43	1520.33
2013/2/14	1514.02	1523.14	1520.33	1521.38
2013/2/15	1514.14	1524.24	1521.38	1519.79
2013/2/19	1519.79	1530.94	1519.79	1530.94
2013/2/20	1511.41	1530.94	1530.94	1511.95
2013/2/21	1497.29	1511.95	1511.95	1502.42
2013/2/22	1502.42	1515.64	1502.42	1515.6
2013/2/25	1487.85	1525.84	1515.6	1487.85
2013/2/26	1485.01	1498.99	1487.85	1496.94
2013/2/27	1494.88	1520.08	1496.94	1515.99
2013/2/28	1514.46	1525.34	1515.99	1514.68
2013/3/1	1501.48	1519.99	1514.68	1518.2
2013/3/4	1512.29	1525.27	1518.2	1525.2
2013/3/5	1525.2	1543.47	1525.2	1539.79
2013/3/6	1538.11	1545.25	1539.79	1541.46
2013/3/7	1541.46	1545.78	1541.46	1544.26
2013/3/8	1542.94	1552.48	1544.26	1551.18
2013/3/11	1547.36	1556.27	1551.15	1556.22
2013/3/12	1548.24	1556.77	1556.22	1552.48
2013/3/13	1548.25	1556.39	1552.48	1554.52
2013/3/14	1554.52	1563.32	1554.52	1563.23
2013/3/15	1555.74	1563.62	1563.21	1560.7
2013/3/18	1545.13	1560.7	1560.7	1552.1
2013/3/19	1538.57	1557.25	1552.1	1548.34
2013/3/20	1548.34	1561.56	1548.34	1558.71
2013/3/21	1543.55	1558.71	1558.71	1545.8
2013/3/22	1545.9	1557.74	1545.9	1556.89
2013/3/25	1546.22	1564.91	1556.89	1551.69
2013/3/26	1551.69	1563.95	1551.69	1563.77
2013/3/27	1551.9	1564.07	1563.75	1562.85
2013/3/28	1561.08	1570.28	1562.86	1569.19
2013/4/1	1558.47	1570.57	1569.18	1562.17
2013/4/2	1562.17	1573.66	1562.17	1570.25
2013/4/3	1549.8	1571.47	1570.25	1553.69
2013/4/4	1552.52	1562.6	1553.69	1559.98
2013/4/5	1539.5	1559.98	1559.98	1553.28
2013/4/8	1548.63	1563.07	1553.26	1563.07
2013/4/9	1560.92	1573.89	1563.11	1568.61
2013/4/10	1568.61	1589.07	1568.61	1587.73
2013/4/11	1586.17	1597.35	1587.73	1593.37
2013/4/12	1579.97	1593.3	1593.3	1588.85
2013/4/15	1552.28	1588.84	1588.84	1552.36
2013/4/16	1552.36	1575.35	1552.36	1574.57
2013/4/17	1543.69	1574.57	1574.57	1552.01
2013/4/18	1536.03	1554.38	1552.03	1541.61
2013/4/19	1539.4	1555.89	1541.61	1555.25
2013/4/22	1548.19	1565.55	1555.25	1562.5
2013/4/23	1562.5	1579.58	1562.5	1578.78
2013/4/24	1575.8	1583	1578.78	1578.79
2013/4/25	1578.93	1592.64	1578.93	1585.16
2013/4/26	1577.56	1585.78	1585.16	1582.24
2013/4/29	1582.34	1596.65	1582.34	1593.61
2013/4/30	1586.5	1597.57	1593.58	1597.57
2013/5/1	1581.28	1597.55	1597.55	1582.7
2013/5/2	1582.77	1598.6	1582.77	1597.59
2013/5/3	1597.6	1618.46	1597.6	1614.42
2013/5/6	1614.21	1619.77	1614.4	1617.5
2013/5/7	1616.64	1626.03	1617.55	1625.96
2013/5/8	1622.7	1632.78	1625.95	1632.69
2013/5/9	1623.09	1635.01	1632.69	1626.67
2013/5/10	1623.71	1633.7	1626.69	1633.7
2013/5/13	1626.74	1636	1632.1	1633.77
2013/5/14	1633.75	1651.1	1633.75	1650.34
2013/5/15	1646.68	1661.49	1649.13	1658.78
2013/5/16	1648.6	1660.51	1658.07	1650.47
2013/5/17	1652.45	1667.47	1652.45	1667.47
2013/5/20	1663.52	1672.84	1665.71	1666.29
2013/5/21	1662.67	1674.93	1666.2	1669.16
2013/5/22	1648.86	1687.18	1669.39	1655.35
2013/5/23	1635.53	1655.5	1651.62	1650.51
2013/5/24	1636.88	1649.78	1646.67	1649.6
2013/5/28	1652.63	1674.21	1652.63	1660.06
2013/5/29	1640.05	1656.57	1656.57	1648.36
2013/5/30	1648.61	1661.91	1649.14	1654.41
2013/5/31	1630.74	1658.99	1652.13	1630.74
2013/6/3	1622.72	1640.42	1631.71	1640.42
2013/6/4	1623.62	1646.53	1640.73	1631.38
2013/6/5	1607.09	1629.31	1629.05	1608.9
2013/6/6	1598.23	1622.56	1609.29	1622.56
2013/6/7	1625.27	1644.4	1625.27	1643.38
2013/6/10	1639.26	1648.69	1644.67	1642.81
2013/6/11	1622.92	1640.13	1638.64	1626.13
2013/6/12	1610.92	1637.71	1629.94	1612.52
2013/6/13	1608.07	1639.25	1612.15	1636.36
2013/6/14	1623.96	1640.8	1635.52	1626.73
2013/6/17	1630.34	1646.5	1630.64	1639.04
2013/6/18	1639.77	1654.19	1639.77	1651.81
2013/6/19	1628.91	1652.45	1651.83	1628.93
2013/6/20	1584.32	1624.62	1624.62	1588.19
2013/6/21	1577.7	1599.19	1588.62	1592.43
2013/6/24	1560.33	1588.77	1588.77	1573.09
2013/6/25	1577.09	1593.79	1577.52	1588.03
2013/6/26	1592.27	1606.83	1592.27	1603.26
2013/6/27	1606.44	1620.07	1606.44	1613.2
2013/6/28	1601.06	1615.94	1611.12	1606.28
2013/7/1	1609.78	1626.61	1609.78	1614.96
2013/7/2	1606.77	1624.26	1614.29	1614.08
2013/7/3	1604.57	1618.97	1611.48	1615.41
2013/7/5	1614.71	1632.07	1618.65	1631.89
2013/7/8	1634.2	1644.68	1634.2	1640.46
2013/7/9	1643.93	1654.18	1643.93	1652.32
2013/7/10	1647.66	1657.92	1651.56	1652.62
2013/7/11	1657.41	1676.63	1657.41	1675.02
2013/7/12	1672.33	1680.19	1675.26	1680.19
2013/7/15	1677.89	1684.51	1679.59	1682.5
2013/7/16	1671.84	1683.73	1682.7	1676.26
2013/7/17	1677.91	1684.75	1677.91	1680.91
2013/7/18	1681.05	1693.12	1681.05	1689.37
2013/7/19	1684.08	1692.09	1686.15	1692.09
2013/7/22	1690.67	1697.61	1694.41	1695.53
2013/7/23	1691.13	1698.78	1696.63	1692.39
2013/7/24	1682.57	1698.38	1696.06	1685.94
2013/7/25	1680.07	1690.94	1685.21	1690.25
2013/7/26	1676.03	1691.85	1687.31	1691.65
2013/7/29	1681.86	1690.92	1690.32	1685.33
2013/7/30	1682.42	1693.19	1687.92	1685.96
2013/7/31	1684.94	1698.43	1687.76	1685.73
2013/8/1	1689.42	1707.85	1689.42	1706.87
2013/8/2	1700.68	1709.67	1706.1	1709.67
2013/8/5	1703.55	1709.24	1708.01	1707.14
2013/8/6	1693.29	1705.79	1705.79	1697.37
2013/8/7	1684.91	1695.3	1695.3	1690.91
2013/8/8	1688.38	1700.18	1693.35	1697.48
2013/8/9	1686.02	1699.42	1696.1	1691.42
2013/8/12	1683.35	1691.49	1688.37	1689.47
2013/8/13	1682.62	1696.81	1690.65	1694.16
2013/8/14	1684.83	1695.52	1693.88	1685.39
2013/8/15	1658.59	1679.61	1679.61	1661.32
2013/8/16	1652.61	1663.6	1661.22	1655.83
2013/8/19	1645.84	1659.18	1655.25	1646.06
2013/8/20	1646.08	1658.92	1646.81	1652.35
2013/8/21	1639.43	1656.99	1650.66	1642.8
2013/8/22	1645.03	1659.55	1645.03	1656.96
2013/8/23	1654.81	1664.85	1659.92	1663.5
2013/8/26	1656.02	1669.51	1664.29	1656.78
2013/8/27	1629.05	1652.54	1652.54	1630.48
2013/8/28	1627.47	1641.18	1630.25	1634.96
2013/8/29	1630.88	1646.41	1633.5	1638.17
2013/8/30	1628.05	1640.08	1638.89	1632.97
2013/9/3	1633.41	1651.35	1635.95	1639.77
2013/9/4	1637.41	1655.72	1640.72	1653.08
2013/9/5	1653.07	1659.17	1653.28	1655.08
2013/9/6	1640.62	1664.83	1657.44	1655.17
2013/9/9	1656.85	1672.4	1656.85	1671.71
2013/9/10	1674.32	1684.09	1674.32	1683.99
2013/9/11	1678.7	1689.13	1681.04	1689.13
2013/9/12	1681.96	1689.97	1689.21	1683.42
2013/9/13	1682.22	1688.73	1685.04	1687.99
2013/9/16	1691.7	1704.95	1691.7	1697.6
2013/9/17	1697.73	1705.52	1697.73	1704.76
2013/9/18	1700.35	1729.44	1705.74	1725.52
2013/9/19	1720.2	1729.86	1727.34	1722.34
2013/9/20	1708.89	1725.23	1722.44	1709.91
2013/9/23	1697.1	1711.44	1711.44	1701.84
2013/9/24	1694.9	1707.63	1702.6	1697.42
2013/9/25	1691.88	1701.71	1698.02	1692.77
2013/9/26	1693.11	1703.85	1694.05	1698.67
2013/9/27	1687.11	1695.52	1695.52	1691.75
2013/9/30	1674.99	1687.26	1687.26	1681.55
2013/10/1	1682.07	1696.55	1682.41	1695
2013/10/2	1680.34	1693.87	1691.9	1693.87
2013/10/3	1670.36	1692.35	1692.35	1678.66
2013/10/4	1677.33	1691.94	1678.79	1690.5
2013/10/7	1674.7	1687.15	1687.15	1676.12
2013/10/8	1655.03	1676.79	1676.22	1655.45
2013/10/9	1646.47	1662.47	1656.99	1656.4
2013/10/10	1660.88	1692.56	1660.88	1692.56
2013/10/11	1688.52	1703.44	1691.09	1703.2
2013/10/14	1692.13	1711.03	1699.86	1710.14
2013/10/15	1695.93	1711.57	1709.17	1698.06
2013/10/16	1700.49	1721.76	1700.49	1721.54
2013/10/17	1714.12	1733.45	1720.17	1733.15
2013/10/18	1735.74	1745.31	1736.72	1744.5
2013/10/21	1740.67	1747.79	1745.2	1744.66
2013/10/22	1746.48	1759.33	1746.48	1754.67
2013/10/23	1740.5	1752.27	1752.27	1746.38
2013/10/24	1745.5	1753.94	1747.48	1752.07
2013/10/25	1752.45	1759.82	1756.01	1759.77
2013/10/28	1757.67	1764.99	1759.42	1762.11
2013/10/29	1762.93	1772.09	1762.93	1771.95
2013/10/30	1757.24	1775.22	1772.27	1763.31
2013/10/31	1755.72	1768.53	1763.24	1756.54
2013/11/1	1752.7	1765.67	1758.7	1761.64
2013/11/4	1761.56	1768.78	1763.4	1767.93
2013/11/5	1755.76	1767.03	1765.67	1762.97
2013/11/6	1764.4	1773.74	1765	1770.49
2013/11/7	1746.2	1774.54	1770.74	1747.15
2013/11/8	1747.63	1770.78	1748.37	1770.61
2013/11/11	1767.85	1773.44	1769.96	1771.89
2013/11/12	1762.29	1771.78	1769.51	1767.69
2013/11/13	1760.64	1782	1764.37	1782
2013/11/14	1780.22	1791.53	1782.75	1790.62
2013/11/15	1790.66	1798.22	1790.66	1798.18
2013/11/18	1788	1802.33	1798.82	1791.53
2013/11/19	1784.72	1795.51	1790.79	1787.87
2013/11/20	1777.23	1795.73	1789.59	1781.37
2013/11/21	1783.52	1797.16	1783.52	1795.85
2013/11/22	1794.7	1804.84	1797.21	1804.76
2013/11/25	1800.58	1808.1	1806.33	1802.48
2013/11/26	1800.77	1808.42	1802.87	1802.75
2013/11/27	1802.77	1808.27	1803.48	1807.23
2013/11/29	1803.98	1813.55	1808.69	1805.81
2013/12/2	1798.6	1810.02	1806.55	1800.9
2013/12/3	1787.85	1800.1	1800.1	1795.15
2013/12/4	1779.09	1799.8	1793.15	1792.81
2013/12/5	1783.38	1792.82	1792.82	1785.03
2013/12/6	1788.36	1806.04	1788.36	1805.09
2013/12/9	1806.21	1811.52	1806.21	1808.37
2013/12/10	1801.75	1808.52	1807.6	1802.62
2013/12/11	1780.09	1802.97	1802.76	1782.22
2013/12/12	1772.28	1782.99	1781.71	1775.5
2013/12/13	1772.45	1780.92	1777.98	1775.32
2013/12/16	1777.48	1792.22	1777.48	1786.54
2013/12/17	1777.05	1786.77	1786.47	1781
2013/12/18	1767.99	1811.08	1781.46	1810.65
2013/12/19	1801.35	1810.88	1809	1809.6
2013/12/20	1810.25	1823.75	1810.39	1818.32
2013/12/23	1822.92	1829.75	1822.92	1827.99
2013/12/24	1828.02	1833.32	1828.02	1833.32
2013/12/26	1834.96	1842.84	1834.96	1842.02
2013/12/27	1839.81	1844.89	1842.97	1841.4
2013/12/30	1838.77	1842.47	1841.47	1841.07
2013/12/31	1842.41	1849.44	1842.61	1848.36
2014/1/2	1827.74	1845.86	1845.86	1831.98
2014/1/3	1829.13	1838.24	1833.21	1831.37
2014/1/6	1823.73	1837.16	1832.31	1826.77
2014/1/7	1828.71	1840.1	1828.71	1837.88
2014/1/8	1831.4	1840.02	1837.9	1837.49
2014/1/9	1830.38	1843.23	1839	1838.13
2014/1/10	1832.43	1843.15	1840.06	1842.37
2014/1/13	1815.52	1843.45	1841.26	1819.2
2014/1/14	1821.36	1839.26	1821.36	1838.88
2014/1/15	1840.52	1850.84	1840.52	1848.38
2014/1/16	1840.3	1847.99	1847.99	1845.89
2014/1/17	1835.23	1846.04	1844.23	1838.7
2014/1/21	1832.38	1849.31	1841.05	1843.8
2014/1/22	1840.88	1846.87	1844.71	1844.86
2014/1/23	1820.06	1842.29	1842.29	1828.46
2014/1/24	1790.29	1826.96	1826.96	1790.29
2014/1/27	1772.88	1795.98	1791.03	1781.56
2014/1/28	1779.49	1793.87	1783	1792.5
2014/1/29	1770.45	1790.15	1790.15	1774.2
2014/1/30	1777.17	1798.77	1777.17	1794.19
2014/1/31	1772.26	1793.88	1790.88	1782.59
2014/2/3	1739.66	1784.83	1782.68	1741.89
2014/2/4	1743.82	1758.73	1743.82	1755.2
2014/2/5	1737.92	1755.79	1753.38	1751.64
2014/2/6	1752.99	1774.06	1752.99	1773.43
2014/2/7	1776.01	1798.03	1776.01	1797.02
2014/2/10	1791.83	1799.94	1796.2	1799.84
2014/2/11	1800.41	1823.54	1800.45	1819.75
2014/2/12	1815.97	1826.55	1820.12	1819.26
2014/2/13	1809.22	1830.25	1814.82	1829.83
2014/2/14	1825.59	1841.65	1828.46	1838.63
2014/2/18	1835.01	1842.87	1839.03	1840.76
2014/2/19	1826.99	1847.5	1838.9	1828.75
2014/2/20	1824.58	1842.79	1829.24	1839.78
2014/2/21	1835.6	1846.13	1841.07	1836.25
2014/2/24	1836.78	1858.71	1836.78	1847.61
2014/2/25	1840.19	1852.91	1847.66	1845.12
2014/2/26	1840.66	1852.65	1845.79	1845.16
2014/2/27	1841.13	1854.53	1844.9	1854.29
2014/2/28	1847.67	1867.92	1855.12	1859.45
2014/3/3	1834.44	1857.68	1857.68	1845.73
2014/3/4	1849.23	1876.23	1849.23	1873.91
2014/3/5	1871.11	1876.53	1874.05	1873.81
2014/3/6	1874.18	1881.94	1874.18	1877.03
2014/3/7	1870.56	1883.57	1878.52	1878.04
2014/3/10	1867.04	1877.87	1877.86	1877.17
2014/3/11	1863.88	1882.35	1878.26	1867.63
2014/3/12	1854.38	1868.38	1866.15	1868.2
2014/3/13	1841.86	1874.4	1869.06	1846.34
2014/3/14	1839.57	1852.44	1845.07	1841.13
2014/3/17	1842.81	1862.3	1842.81	1858.83
2014/3/18	1858.92	1873.76	1858.92	1872.25
2014/3/19	1850.35	1874.14	1872.25	1860.77
2014/3/20	1854.63	1873.49	1860.09	1872.01
2014/3/21	1863.46	1883.97	1874.53	1866.52
2014/3/24	1849.69	1873.34	1867.67	1857.44
2014/3/25	1855.96	1871.87	1859.48	1865.62
2014/3/26	1852.56	1875.92	1867.09	1852.56
2014/3/27	1842.11	1855.55	1852.11	1849.04
2014/3/28	1850.07	1866.63	1850.07	1857.62
2014/3/31	1859.16	1875.18	1859.16	1872.34
2014/4/1	1873.96	1885.84	1873.96	1885.52
2014/4/2	1883.79	1893.17	1886.61	1890.9
2014/4/3	1882.65	1893.8	1891.43	1888.77
2014/4/4	1863.26	1897.28	1890.25	1865.09
2014/4/7	1841.48	1864.04	1863.92	1845.04
2014/4/8	1837.49	1854.95	1845.48	1851.96
2014/4/9	1852.38	1872.43	1852.64	1872.18
2014/4/10	1830.87	1872.53	1872.28	1833.08
2014/4/11	1814.36	1835.07	1830.65	1815.69
2014/4/14	1815.8	1834.19	1818.18	1830.61
2014/4/15	1816.29	1844.02	1831.45	1842.98
2014/4/16	1846.01	1862.31	1846.01	1862.31
2014/4/17	1856.72	1869.63	1861.73	1864.85
2014/4/21	1863.18	1871.89	1865.79	1871.89
2014/4/22	1872.57	1884.89	1872.57	1879.55
2014/4/23	1873.91	1879.75	1879.32	1875.39
2014/4/24	1870.24	1884.06	1881.97	1878.61
2014/4/25	1859.7	1877.72	1877.72	1863.4
2014/4/28	1850.61	1877.01	1865	1869.43
2014/4/29	1870.78	1880.6	1870.78	1878.33
2014/4/30	1872.69	1885.2	1877.1	1883.95
2014/5/1	1878.04	1888.59	1884.39	1883.68
2014/5/2	1878.5	1891.33	1885.3	1881.14
2014/5/5	1866.77	1885.51	1879.45	1884.66
2014/5/6	1867.72	1883.69	1883.69	1867.72
2014/5/7	1859.79	1878.83	1868.53	1878.21
2014/5/8	1870.05	1889.07	1877.39	1875.63
2014/5/9	1867.02	1878.57	1875.27	1878.48
2014/5/12	1880.03	1897.13	1880.03	1896.65
2014/5/13	1896.06	1902.17	1896.75	1897.45
2014/5/14	1885.77	1897.13	1897.13	1888.53
2014/5/15	1862.36	1888.16	1888.16	1870.85
2014/5/16	1864.82	1878.28	1871.19	1877.86
2014/5/19	1872.42	1886	1876.66	1885.08
2014/5/20	1868.14	1884.88	1884.88	1872.83
2014/5/21	1873.34	1888.8	1873.34	1888.03
2014/5/22	1885.39	1896.33	1888.19	1892.49
2014/5/23	1893.32	1901.26	1893.32	1900.53
2014/5/27	1902.01	1912.28	1902.01	1911.91
2014/5/28	1907.3	1914.46	1911.77	1909.78
2014/5/29	1909.82	1920.03	1910.6	1920.03
2014/5/30	1916.64	1924.03	1920.33	1923.57
2014/6/2	1915.98	1925.88	1923.87	1924.97
2014/6/3	1918.79	1925.07	1923.07	1924.24
2014/6/4	1918.6	1928.63	1923.06	1927.88
2014/6/5	1922.93	1941.74	1928.52	1940.46
2014/6/6	1942.41	1949.44	1942.41	1949.44
2014/6/9	1947.16	1955.55	1948.97	1951.27
2014/6/10	1944.64	1950.86	1950.34	1950.79
2014/6/11	1940.08	1949.37	1949.37	1943.89
2014/6/12	1925.78	1943.35	1943.35	1930.11
2014/6/13	1927.69	1937.3	1930.8	1936.16
2014/6/16	1930.91	1941.15	1934.84	1937.78
2014/6/17	1933.55	1943.69	1937.15	1941.99
2014/6/18	1939.29	1957.74	1942.73	1956.98
2014/6/19	1952.26	1959.87	1957.5	1959.48
2014/6/20	1959.17	1963.91	1960.45	1962.87
2014/6/23	1958.89	1963.74	1962.92	1962.61
2014/6/24	1948.34	1968.17	1961.97	1949.98
2014/6/25	1947.49	1960.83	1949.27	1959.53
2014/6/26	1944.69	1959.89	1959.89	1957.22
2014/6/27	1952.18	1961.47	1956.56	1960.96
2014/6/30	1958.22	1964.24	1960.79	1960.23
2014/7/1	1962.29	1978.58	1962.29	1973.32
2014/7/2	1972.58	1976.67	1973.06	1974.62
2014/7/3	1975.88	1985.59	1975.88	1985.44
2014/7/7	1974.88	1984.22	1984.22	1977.65
2014/7/8	1959.46	1976.39	1976.39	1963.71
2014/7/9	1965.1	1974.15	1965.1	1972.83
2014/7/10	1952.86	1969.84	1966.67	1964.68
2014/7/11	1959.63	1968.67	1965.76	1967.57
2014/7/14	1969.86	1979.85	1969.86	1977.1
2014/7/15	1965.34	1982.52	1977.36	1973.28
2014/7/16	1975.67	1983.94	1976.35	1981.57
2014/7/17	1955.59	1981.8	1979.75	1958.12
2014/7/18	1960.82	1979.91	1961.54	1978.22
2014/7/21	1965.77	1976.93	1976.93	1973.63
2014/7/22	1975.65	1986.24	1975.65	1983.53
2014/7/23	1982.44	1989.23	1985.32	1987.01
2014/7/24	1985.79	1991.39	1988.07	1987.98
2014/7/25	1974.37	1984.6	1984.6	1978.34
2014/7/28	1967.31	1981.52	1978.25	1978.91
2014/7/29	1969.95	1984.85	1980.03	1969.95
2014/7/30	1962.42	1978.9	1973.21	1970.07
2014/7/31	1930.67	1965.14	1965.14	1930.67
2014/8/1	1916.37	1937.35	1929.8	1925.15
2014/8/4	1921.2	1942.92	1926.62	1938.99
2014/8/5	1913.77	1936.34	1936.34	1920.21
2014/8/6	1911.45	1927.91	1917.29	1920.24
2014/8/7	1904.78	1928.89	1923.03	1909.57
2014/8/8	1909.01	1932.38	1910.35	1931.59
2014/8/11	1933.43	1944.9	1933.43	1936.92
2014/8/12	1928.29	1939.65	1935.73	1933.75
2014/8/13	1935.6	1948.41	1935.6	1946.72
2014/8/14	1947.41	1955.23	1947.41	1955.18
2014/8/15	1941.5	1964.04	1958.87	1955.06
2014/8/18	1958.36	1971.99	1958.36	1971.74
2014/8/19	1972.73	1982.57	1972.73	1981.6
2014/8/20	1977.68	1988.57	1980.46	1986.51
2014/8/21	1986.82	1994.76	1986.82	1992.37
2014/8/22	1984.76	1993.54	1992.6	1988.4
2014/8/25	1991.74	2001.95	1991.74	1997.92
2014/8/26	1998.59	2005.04	1998.59	2000.02
2014/8/27	1996.2	2002.14	2000.54	2000.12
2014/8/28	1990.52	1998.55	1997.42	1996.74
2014/8/29	1994.65	2003.38	1998.45	2003.37
2014/9/2	1994.85	2006.12	2004.07	2002.28
2014/9/3	1998.14	2009.28	2003.57	2000.72
2014/9/4	1992.54	2011.17	2001.67	1997.65
2014/9/5	1990.1	2007.71	1998	2007.71
2014/9/8	1995.6	2007.17	2007.17	2001.54
2014/9/9	1984.61	2001.01	2000.73	1988.44
2014/9/10	1982.99	1996.66	1988.41	1995.69
2014/9/11	1985.93	1997.65	1992.85	1997.45
2014/9/12	1980.26	1996.74	1996.74	1985.54
2014/9/15	1978.48	1987.18	1986.04	1984.13
2014/9/16	1979.06	2002.28	1981.93	1998.98
2014/9/17	1993.29	2010.74	1999.3	2001.57
2014/9/18	2003.07	2012.34	2003.07	2011.36
2014/9/19	2006.59	2019.26	2012.74	2010.4
2014/9/22	1991.01	2009.08	2009.08	1994.29
2014/9/23	1982.77	1995.41	1992.78	1982.77
2014/9/24	1978.63	1999.79	1983.34	1998.3
2014/9/25	1965.99	1997.32	1997.32	1965.99
2014/9/26	1966.22	1986.37	1966.22	1982.85
2014/9/29	1964.04	1981.28	1978.96	1977.8
2014/9/30	1968.96	1985.17	1978.21	1972.29
2014/10/1	1941.72	1971.44	1971.44	1946.16
2014/10/2	1926.03	1952.32	1945.83	1946.17
2014/10/3	1948.12	1971.19	1948.12	1967.9
2014/10/6	1958.43	1977.84	1970.01	1964.82
2014/10/7	1934.87	1962.36	1962.36	1935.1
2014/10/8	1925.25	1970.36	1935.55	1968.89
2014/10/9	1927.56	1967.68	1967.68	1928.21
2014/10/10	1906.05	1936.98	1925.63	1906.13
2014/10/13	1874.14	1912.09	1905.65	1874.74
2014/10/14	1871.79	1898.71	1877.11	1877.7
2014/10/15	1820.66	1874.18	1874.18	1862.49
2014/10/16	1835.02	1876.01	1855.95	1862.76
2014/10/17	1864.91	1898.16	1864.91	1886.76
2014/10/20	1882.3	1905.03	1885.62	1904.01
2014/10/21	1909.38	1942.45	1909.38	1941.28
2014/10/22	1926.83	1949.31	1941.29	1927.11
2014/10/23	1931.02	1961.95	1931.02	1950.82
2014/10/24	1946.27	1965.27	1951.59	1964.58
2014/10/27	1951.37	1964.64	1962.97	1961.63
2014/10/28	1964.14	1985.05	1964.14	1985.05
2014/10/29	1969.04	1991.4	1983.29	1982.3
2014/10/30	1974.75	1999.4	1979.49	1994.65
2014/10/31	2001.2	2018.19	2001.2	2018.05
2014/11/3	2013.68	2024.46	2018.21	2017.81
2014/11/4	2001.01	2015.98	2015.81	2012.1
2014/11/5	2014.42	2023.77	2015.29	2023.57
2014/11/6	2015.86	2031.61	2023.33	2031.21
2014/11/7	2025.07	2034.26	2032.36	2031.92
2014/11/10	2030.17	2038.7	2032.01	2038.26
2014/11/11	2035.28	2041.28	2038.2	2039.68
2014/11/12	2031.95	2040.33	2037.75	2038.25
2014/11/13	2030.44	2046.18	2039.21	2039.33
2014/11/14	2035.2	2042.22	2039.74	2039.82
2014/11/17	2034.46	2043.07	2038.29	2041.32
2014/11/18	2041.48	2056.08	2041.48	2051.8
2014/11/19	2040.37	2052.14	2051.16	2048.72
2014/11/20	2040.49	2053.84	2045.87	2052.75
2014/11/21	2056.75	2071.46	2057.46	2063.5
2014/11/24	2065.07	2070.17	2065.07	2069.41
2014/11/25	2064.75	2074.21	2070.15	2067.03
2014/11/26	2066.62	2073.29	2067.36	2072.83
2014/11/28	2065.06	2075.76	2074.78	2067.56
2014/12/1	2049.57	2065.78	2065.78	2053.44
2014/12/2	2053.77	2068.77	2053.77	2066.55
2014/12/3	2066.65	2076.28	2067.45	2074.33
2014/12/4	2062.34	2077.34	2073.64	2071.92
2014/12/5	2070.81	2079.47	2072.78	2075.37
2014/12/8	2054.27	2075.78	2074.84	2060.31
2014/12/9	2034.17	2060.6	2056.55	2059.82
2014/12/10	2024.26	2058.86	2058.86	2026.14
2014/12/11	2027.92	2055.53	2027.92	2035.33
2014/12/12	2002.33	2032.25	2030.36	2002.33
2014/12/15	1982.26	2018.69	2005.03	1989.63
2014/12/16	1972.56	2016.89	1986.71	1972.74
2014/12/17	1973.77	2016.75	1973.77	2012.89
2014/12/18	2018.98	2061.23	2018.98	2061.23
2014/12/19	2061.03	2077.85	2061.04	2070.65
2014/12/22	2069.28	2078.76	2069.28	2078.54
2014/12/23	2079.77	2086.73	2081.48	2082.17
2014/12/24	2081.86	2087.56	2083.25	2081.88
2014/12/26	2084.3	2092.7	2084.3	2088.77
2014/12/29	2085.75	2093.55	2087.63	2090.57
2014/12/30	2079.53	2088.49	2088.49	2080.35
2014/12/31	2057.94	2085.58	2082.11	2058.9
2015/1/2	2046.04	2072.36	2058.9	2058.2
2015/1/5	2017.34	2054.44	2054.44	2020.58
2015/1/6	1992.44	2030.25	2022.15	2002.61
2015/1/7	2005.55	2029.61	2005.55	2025.9
2015/1/8	2030.61	2064.08	2030.61	2062.14
2015/1/9	2038.33	2064.43	2063.45	2044.81
2015/1/12	2022.58	2049.3	2046.13	2028.26
2015/1/13	2008.25	2056.93	2031.58	2023.03
2015/1/14	1988.44	2018.4	2018.4	2011.27
2015/1/15	1991.47	2021.35	2013.75	1992.67
2015/1/16	1988.12	2020.46	1992.25	2019.42
2015/1/20	2004.49	2028.94	2020.76	2022.55
